Standard,Tyler,61
Standard,Amy,28
Standard,Bradders,21
Standard,1337,21
Standard,Cammy,18
Standard,Tyler,15
Standard,Aaron,13
Standard,Lois,12
Standard,Peter,11
Standard,Stewie,8
